""
7 players,I was spy,Lost
7 players,I was spy,Won
7 players,I was not spy,Won
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Won
7 players,I was spy,Won
7 players,I was not spy,Lost
7 players,I was not spy,Won
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Won
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was spy,Lost
7 players,I was spy,Lost
7 players,I was spy,Won
7 players,I was not spy,Lost
7 players,I was spy,Won
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Won
7 players,I was not spy,Lost
7 players,I was spy,Won
7 players,I was not spy,Won
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was spy,Lost
7 players,I was spy,Lost
7 players,I was spy,Won
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was spy,Won
7 players,I was spy,Won
7 players,I was spy,Lost
7 players,I was not spy,Won
7 players,I was spy,Won
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Won
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Won
7 players,I was not spy,Lost
7 players,I was spy,Won
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Won
7 players,I was not spy,Lost
7 players,I was spy,Won
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Won
7 players,I was spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Won
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was not spy,Lost
7 players,I was spy,Lost
7 players,I was not spy,Won
7 players,I was not spy,Lost
7 players,I was not spy,Won
7 players,I was spy,Won
7 players,I was spy,Lost
7 players,I was spy,Won
7 players,I was not spy,Lost
7 players,I was spy,Lost
